,outlier_value,outlier_title,origin_context,centroid,covariance,fit_context,new_centroid,new_covariance,score
1984,[219.834 -18.928],Si Bheag_ Si Mhor,Planxty,[133.6085     -15.92089474],"[[2323.39879383   42.30894818]
 [  42.30894818    9.84835362]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",1.8398785791186567
1985,[ 45.199 -22.715],The Lakes Of Pontchartrain,Planxty,[133.6085     -15.92089474],"[[2323.39879383   42.30894818]
 [  42.30894818    9.84835362]]",John Abercrombie and John Ruocco,[ 94.36611111 -22.86722222],"[[2.06433599e+03 4.82274136e+00]
 [4.82274136e+00 1.39767695e+00]]",1.1056609562443296
1986,[179.791 -21.378],Exile's Jig,Sweeney's Men,[135.26492308 -16.82769231],"[[920.58841646 -15.62199951]
 [-15.62199951   5.54430844]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",0.95875208200911
1987,[ 70.586 -19.664],Grace Darling,Lal and Norma Warterson,[ 62.864 -20.45 ],"[[59.629285  6.069492]
 [ 6.069492  0.617797]]",Sir Charles Mackerras/Scottish Chamber Orchestra/Edinburgh Festival Chorus,[ 78.2424 -19.7146],"[[515.75984044  -4.31133916]
 [ -4.31133916   1.47353964]]",0.3373179225652151
1988,[157.361 -17.079],The Whitby Lad,The Watersons,[ 92.98890625 -17.196625  ],"[[614.96718008 -18.75410606]
 [-18.75410606  11.99845823]]",The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",0.3122613749768691
1989,[131.478 -13.783],Apple Tree Wassail,The Watersons,[ 92.98890625 -17.196625  ],"[[614.96718008 -18.75410606]
 [-18.75410606  11.99845823]]",Rufus And Chaka Khan,[135.03947059 -13.75629412],"[[1464.7731209   -15.07734992]
 [ -15.07734992    5.71313933]]",0.0968598301650356
1990,[164.82  -17.368],Seven Virgins (The Leaves of Life),Watersons,[ 89.7790625 -12.0416875],"[[778.56212668 -40.46800996]
 [-40.46800996   7.37290734]]",Gary Burton / Chick Corea / Roy Haynes / Dave Holland / Pat Metheny,[166.404 -17.27 ],"[[507.7363198   4.8418954]
 [  4.8418954   2.4220798]]",0.08850885259775408
1991,[134.657 -24.667],[Coda] [Remastered Album Version],Tom Rush,[130.25025806 -15.98801613],"[[1470.21092577   38.44663876]
 [  38.44663876   11.45897882]]",Hank Jones_ Mads Vinding_ Billy Hart,[127.392125 -23.680625],"[[898.67705161 -50.45490067]
 [-50.45490067  11.75778748]]",0.310202809388734
1992,[161.601 -22.788],I'd Like To Know  (LP Version),Tom Rush,[130.25025806 -15.98801613],"[[1470.21092577   38.44663876]
 [  38.44663876   11.45897882]]",Alva Noto + Ryuichi Sakamoto,[152.7665 -23.2155],"[[930.78935025  24.61749975]
 [ 24.61749975   2.02419575]]",0.3334927221677626
1993,[219.08  -19.572],The Panama Limited (LP Version),Tom Rush,[130.25025806 -15.98801613],"[[1470.21092577   38.44663876]
 [  38.44663876   11.45897882]]",Charlie Haden / Don Cherry / Ed Blackwell,[138.13966667 -20.89333333],"[[2.09207376e+03 2.50413099e+01]
 [2.50413099e+01 1.32640922e+00]]",1.8034794643633147
1994,[140.018  -5.603],G8,Íon,[108.885  -15.2886],"[[ 1.11976657e+03 -4.26443000e-02]
 [-4.26443000e-02  2.04328782e+01]]",Sensuuri,[138.32725806  -5.602     ],"[[1759.4717859     2.02389948]
 [   2.02389948    2.50281661]]",0.04035052688490554
1995,[181.908 -16.225],Looking Forward,John Gorka,[123.73533333 -16.48985714],"[[667.00078465  -6.89919443]
 [ -6.89919443   7.09982303]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",0.7551139853671078
1996,[121.149 -22.498],Jack's Crows,John Gorka,[123.73533333 -16.48985714],"[[667.00078465  -6.89919443]
 [ -6.89919443   7.09982303]]",Hank Jones_ Mads Vinding_ Billy Hart,[127.392125 -23.680625],"[[898.67705161 -50.45490067]
 [-50.45490067  11.75778748]]",0.3477813001544599
1997,[200.312 -13.708],Telefone,Nara Leão,[130.599875 -12.61575 ],"[[970.90745178  22.24882678]
 [ 22.24882678   6.45892319]]",Andy Irvine,[155.73733333 -14.09733333],"[[2.76997235e+03 3.44346258e+01]
 [3.44346258e+01 9.68590556e-01]]",0.8760942758941064
1998,[169.548  -7.902],Mermaid,The Imagined Village,[99.1589 -9.4007],"[[899.59218389  30.33568413]
 [ 30.33568413   5.77218621]]",Los Violadores,[160.76215152  -8.23881818],"[[1.05622626e+03 7.86799700e-01]
 [7.86799700e-01 1.00744777e+01]]",0.2896723177379959
1999,[109.942  -4.433],Both Sides The Tweed,Dick Gaughan,[128.73288636 -14.42545455],"[[2441.83252383  -46.5662291 ]
 [ -46.5662291    15.31850516]]",OV7,[120.06836364  -4.51878788],"[[8.87423644e+02 5.67179135e-01]
 [5.67179135e-01 2.11460044e+00]]",0.34579995533291286
2000,[ 54.4   -22.767],She Of Many Names,Dick Gaughan,[128.73288636 -14.42545455],"[[2441.83252383  -46.5662291 ]
 [ -46.5662291    15.31850516]]",Suzie Le Blanc/Teatro Lirico/Stephen Stubbs,[ 69.0692 -22.72  ],"[[436.03736316 -24.8564828 ]
 [-24.8564828    4.1170806 ]]",0.8845386573552989
2001,[217.722  -7.067],Harvest Gypsies,Kris Drever,[128.51522727  -9.63222727],"[[1295.68801208   13.75805878]
 [  13.75805878    1.65307527]]",Hi-Standard,[168.68241463  -7.26682927],"[[1511.70350295    5.27333032]
 [   5.27333032    2.8702628 ]]",1.2614007147488837
2002,[196.517 -11.724],I will put my ship in order,June Tabor,[ 95.56212766 -17.40174468],"[[1145.81715222    5.19063788]
 [   5.19063788   14.92698438]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",0.6752544246880545
2003,[63.411 -9.232],a place called England,June Tabor,[ 95.56212766 -17.40174468],"[[1145.81715222    5.19063788]
 [   5.19063788   14.92698438]]",Anais Mitchell [feat. The Haden Triplets],[ 80.888      -10.62666667],"[[1052.10382167   33.655001  ]
 [  33.655001      7.72155056]]",0.9299160177531502
2004,[198.975  -5.627],Get Happy,Erin McKeown,[125.54295745 -11.75995745],"[[771.67289742   3.84034645]
 [  3.84034645  25.65239164]]",The Almighty Trigger Happy,[173.42174074  -6.25774074],"[[2.12898804e+03 1.70720450e+01]
 [1.70720450e+01 1.70654238e+00]]",0.649791717727581
2005,[138.842 -27.748],Introduction,Erin McKeown,[125.54295745 -11.75995745],"[[771.67289742   3.84034645]
 [  3.84034645  25.65239164]]",Yo-Yo Ma;Peter Serkin;Peter Lieberson;Emanuel Ax,[111.3475 -25.527 ],"[[1784.31961825 -134.9100515 ]
 [-134.9100515    11.3820295 ]]",0.6639037987438176
2006,[151.617 -21.164],The King of the Pipers_ Frainc A'Phoill,Ciaran Tourish_ Dermott McLaughlin_ Seamus Glackin_ Kevin Glackin,[131.51566667 -20.40533333],"[[261.52900789  -1.45936378]
 [ -1.45936378   0.92674922]]",Ramblin' Jack Elliot,[131.76 -20.76],"[[ 1.78288441e+03 -3.27199833e+01]
 [-3.27199833e+01  7.01517667e-01]]",0.48648090732580157
2007,[128.01  -25.789],Tripping Up the Stairs_ The Gravel Walks,Ciaran Tourish_ Dermott McLaughlin,[106.368 -26.147],"[[4.68376165e+02 7.74783600e+00]
 [7.74783600e+00 1.28165000e-01]]",David Zinman;Pittsburgh Symphony Orchestra,[124.640125 -25.658375],"[[760.25067811  11.9322618 ]
 [ 11.9322618   14.70024798]]",0.13136895126851322
2008,[181.693 -10.355],Tenessee Stud,The Little Willies,[120.05078571 -11.62357143],"[[522.58317974  16.58136445]
 [ 16.58136445   5.54701396]]",Haywire,[165.25016667 -10.55083333],"[[1628.56348347  -72.47145353]
 [ -72.47145353    6.55184481]]",0.6516283818954296
2009,[233.362 -10.207],Your Ghost,Greg Laswell,[118.3014  -9.405 ],"[[1459.34480404   43.9465152 ]
 [  43.9465152    12.00512906]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.4442267064517207
2010,[ 65.048 -18.917],Girls Just Want To Have Fun (Demo),Greg Laswell,[118.3014  -9.405 ],"[[1459.34480404   43.9465152 ]
 [  43.9465152    12.00512906]]",Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",0.10559806605657632
2011,[193.413  -4.317],Throw Me To The Dogs (Live At The ICA),Cherry Ghost,[133.23847619  -5.92928571],"[[828.70277277   5.77511704]
 [  5.77511704   3.88421006]]",First Class,[173.76636364  -6.12709091],"[[1247.77548432  101.30548149]
 [ 101.30548149    9.26826963]]",0.5946818469617602
2012,[108.049 -24.168],Goddamn You_ Jim,The Felice Brothers,[120.0415641  -11.65802564],"[[667.99460914  11.36975171]
 [ 11.36975171  14.00242415]]",Suzie LeBlanc with Yannick Nézet-Séguin,[104.73875 -24.40325],"[[391.87027169  13.06748194]
 [ 13.06748194   1.20130669]]",0.2198379314404926
2013,[ 43.525 -11.625],Ballad Of Lou The Welterweight,The Felice Brothers,[120.0415641  -11.65802564],"[[667.99460914  11.36975171]
 [ 11.36975171  14.00242415]]",Anais Mitchell [feat. The Haden Triplets],[ 80.888      -10.62666667],"[[1052.10382167   33.655001  ]
 [  33.655001      7.72155056]]",1.154422146024157
2014,[161.918 -20.501],The Morning Watch / A Song Of Joys,Robin Williamson,[ 92.00921739 -21.85345652],"[[884.85812834  10.66073912]
 [ 10.66073912  14.58340012]]",Charlie Haden / Don Cherry / Ed Blackwell,[138.13966667 -20.89333333],"[[2.09207376e+03 2.50413099e+01]
 [2.50413099e+01 1.32640922e+00]]",0.5306258473828067
2015,[216.2   -14.497],Mcilhatton,Christy Moore,[128.42091525 -17.90883051],"[[1240.41590131   52.21416479]
 [  52.21416479   26.54491809]]",CHARLIE HUNTER WITH LEON PARKER,[176.51466667 -15.31266667],"[[1164.26921589   19.47540711]
 [  19.47540711    1.92535589]]",1.1692420708761406
2016,[189.117 -25.556],Lanigans Ball,Christy Moore,[128.42091525 -17.90883051],"[[1240.41590131   52.21416479]
 [  52.21416479   26.54491809]]",Ralph Towner_ Gary Peacock,[135.554  -25.4392],"[[2506.352751    -52.0135148 ]
 [ -52.0135148     3.42675236]]",1.2515049615891962
2017,[130.02   -3.663],Rocky Road,Christy Moore,[128.42091525 -17.90883051],"[[1240.41590131   52.21416479]
 [  52.21416479   26.54491809]]",The Cute Lepers,[140.23414286  -3.75432143],"[[1.42151839e+03 3.06395480e+00]
 [3.06395480e+00 1.08136422e+00]]",0.2921373438446708
2018,[214.017 -21.146],Citi Ni Eadhra,Altan,[139.63030769 -12.0365641 ],"[[2350.32510824   46.64335074]
 [  46.64335074   10.59674509]]",John Surman_ John Abercrombie_ Drew Gress_ Jack DeJohnette,[132.184 -21.784],"[[2.75652397e+03 4.00810950e+01]
 [4.00810950e+01 1.42738567e+00]]",1.6703307583310405
2019,[ 80.904 -19.611],A Moment In Time,Altan,[139.63030769 -12.0365641 ],"[[2350.32510824   46.64335074]
 [  46.64335074   10.59674509]]",Sir Charles Mackerras/Scottish Chamber Orchestra/Edinburgh Festival Chorus,[ 78.2424 -19.7146],"[[515.75984044  -4.31133916]
 [ -4.31133916   1.47353964]]",0.1573308176744234
2020,[ 33.806 -15.912],Tradition,Kathryn Williams,[108.25   -13.4962],"[[904.8892789   33.8723458 ]
 [ 33.8723458    9.55708606]]",Kenny Werner / Toots Thielemans,[117.92625 -13.61925],"[[2.87248033e+03 5.27556011e+01]
 [5.27556011e+01 1.69678519e+00]]",1.7977016648693125
2021,[178.124 -17.822],These Days,KathrynWilliams,[105.097      -15.80142857],"[[1021.32911024   13.44309662]
 [  13.44309662    5.38555229]]",Gary Burton / Chick Corea / Roy Haynes / Dave Holland / Pat Metheny,[166.404 -17.27 ],"[[507.7363198   4.8418954]
 [  4.8418954   2.4220798]]",0.6752548404638015
2022,[117.362 -17.88 ],Intermission,Williams_ Kathryn,[134.34088889 -14.322     ],"[[429.37058288  -1.08687133]
 [ -1.08687133   4.41241611]]",Townes Van Zandt,[120.95237705 -17.94240984],"[[856.23925396  12.12504214]
 [ 12.12504214  11.44685905]]",0.12725055032719562
2023,[199.776 -17.14 ],Jellyfish,The String Cheese Incident,[136.52278652 -10.65932584],"[[1526.21716373    9.08357719]
 [   9.08357719   11.8893321 ]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",1.1523175630248024
2024,[ 84.479 -17.44 ],Texas,The String Cheese Incident,[136.52278652 -10.65932584],"[[1526.21716373    9.08357719]
 [   9.08357719   11.8893321 ]]",Rava - Galliano - Marcotulli..,[ 94.03   -17.1495],"[[1831.4908585    34.6158045 ]
 [  34.6158045     1.96304325]]",0.2430011688860407
2025,[  0.    -13.636],Drum Jam,The String Cheese Incident,[136.52278652 -10.65932584],"[[1526.21716373    9.08357719]
 [   9.08357719   11.8893321 ]]",Cherryholmes,[112.841      -12.02733333],"[[3.51865407e+03 3.99434313e+01]
 [3.99434313e+01 3.01810856e+00]]",1.9132727079749592
2026,[ 56.295 -14.757],Elijah,The String Cheese Incident,[136.52278652 -10.65932584],"[[1526.21716373    9.08357719]
 [   9.08357719   11.8893321 ]]",Heiner Goebbels_ Alfred 23 Harth,[ 64.15275 -18.565  ],"[[111.72850919  -1.68805375]
 [ -1.68805375  28.8282785 ]]",1.0125111747229116
2027,[ 85.281 -18.837],Angels Of Grace,Po' Girl,[122.06182143 -11.74367857],"[[535.35873958  12.56291041]
 [ 12.56291041   4.32329308]]",Evan Parker / Ned Rothenberg,[ 87.2014 -18.9376],"[[575.05981204   9.80171964]
 [  9.80171964   3.59518284]]",0.10769844617105051
2028,[143.463 -11.342],I Know This Town,Cheryl Wheeler,[125.663      -14.11653333],"[[782.09526353 -26.30892193]
 [-26.30892193   4.68085645]]",Mikey Dread,[142.59891919 -11.08251515],"[[628.36305455 -14.69075888]
 [-14.69075888  12.8917565 ]]",0.07583606040894006
2029,[146.346 -17.158],Following in Father's Footsteps,The Oyster Band,[131.99083333 -13.40516667],"[[237.26728214  18.23183564]
 [ 18.23183564  10.65676081]]",The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",0.0789407760358273
2030,[103.306 -14.945],Molly Bond,Oysterband,[132.82197297  -8.60548649],"[[1117.60706411   39.68347218]
 [  39.68347218    4.53040341]]",Czech Philharmonic Orchestra,[103.705      -15.13277778],"[[724.29014544 -31.95061411]
 [-31.95061411   6.40370384]]",0.0775788212504861
2031,[ 41.147 -12.704],A time of her own,Oysterband,[132.82197297  -8.60548649],"[[1117.60706411   39.68347218]
 [  39.68347218    4.53040341]]",Cherryholmes,[112.841      -12.02733333],"[[3.51865407e+03 3.99434313e+01]
 [3.99434313e+01 3.01810856e+00]]",1.2116656227875358
2032,[122.923  -9.411],Whitehaven,Oysterband with Brett Sparks,[121.6135  -9.466 ],"[[1.71479125 0.0720225 ]
 [0.0720225  0.003026  ]]",The Pioneers,[123.07618182  -9.44286364],"[[724.91093742  11.47608843]
 [ 11.47608843   4.09861303]]",0.018235415610999672
2033,[127.54   -9.907],"Country Life ""I Like To Rise",Oysterband with Eliza Carthy,[110.515 -10.579],"[[179.615035    20.719671  ]
 [ 20.719671     6.71123367]]",The Subdudes,[127.65006522  -9.99195652],"[[1407.27967602   15.64650519]
 [  15.64650519    6.37170622]]",0.034741235581500274
2034,[130.987 -17.63 ],Lowlands,Oysterband with June Tabor,[123.4915 -14.742 ],"[[ 56.18252125 -21.647004  ]
 [-21.647004     8.340545  ]]",James Yorkston,[131.07881481 -17.27033333],"[[694.828191    23.65131686]
 [ 23.65131686  13.62532574]]",0.0996384829639716
2035,[109.152 -23.562],Here's a Health to the Company,The Chieftains;Kevin Conneff,[ 87.30633333 -21.026     ],"[[238.62331056 -27.63779433]
 [-27.63779433   3.795975  ]]",Pat Metheny / Charlie Haden,[111.856      -23.58383333],"[[1594.44276967   10.4491195 ]
 [  10.4491195     5.26322247]]",0.06990607348945722
2036,[104.433 -18.56 ],Little Love Affairs,The Chieftains;Nanci Griffith,[116.61133333 -16.726     ],"[[74.18861056 11.22305433]
 [11.22305433  1.77602967]]",Steve Lacy / Don Cherry,[103.3798 -18.5536],"[[2.18703296e+03 6.69375508e+00]
 [6.69375508e+00 2.32196440e-01]]",0.030734856559493217
2037,[228.838  -9.739],Boil The Breakfast Early,The Chieftains,[115.20468627 -12.16317647],"[[1423.40069216   35.2096594 ]
 [  35.2096594     7.89478848]]",Diskjokke,[143.502    -8.91625],"[[ 3.88597590e+03 -3.19305720e+01]
 [-3.19305720e+01  1.18276969e+00]]",1.3747841014090856
2038,[228.41  -10.693],Boil The Breakfast Early,The Chieftains,[115.20468627 -12.16317647],"[[1423.40069216   35.2096594 ]
 [  35.2096594     7.89478848]]",Shawn Camp,[163.28609091 -12.41836364],"[[2442.43976926   59.43837249]
 [  59.43837249    4.84937196]]",1.3199366103963048
2039,[125.801 -12.357],Cotton-Eyed Joe,The Chieftains;Ricky Skaggs,[125.75633333  -9.65733333],"[[ 1.00922222e-03 -6.02538889e-02]
 [-6.02538889e-02  3.64424122e+00]]",Koko Taylor,[124.85261765 -12.11832353],"[[861.79735094 -53.16844139]
 [-53.16844139  10.89874087]]",0.07283073346937893
2040,[ 98.957 -11.427],"Mo Ghile Mear (""Our Hero"")",The Chieftains;Sting,[ 98.6705 -11.3905],"[[ 0.08208325 -0.01045725]
 [-0.01045725  0.00133325]]",fat jon,[ 97.8516875 -11.936625 ],"[[624.96785996   8.90897605]
 [  8.90897605   6.97463111]]",0.19383990263885775
2041,[ 82.131 -18.458],He Moved Through the Fair,The Chieftains with Sinead O'Connor,[ 85.42566667 -14.89433333],"[[5.43381789 5.87136356]
 [5.87136356 6.34996522]]",Jack Kerouac,[ 83.08153333 -18.57686667],"[[455.25129845  35.7664456 ]
 [ 35.7664456   10.00977725]]",0.0847790542384433
2042,[ 46.86  -16.116],Just One Wish,Winifred Horan,[117.00809091 -11.80490909],"[[1977.14564472   12.85591236]
 [  12.85591236    8.22795036]]",Rolo Tomassi,[94.17285714 -9.27942857],"[[969.56537627 142.02987365]
 [142.02987365  30.6440861 ]]",1.51976152515454
2043,[184.994 -16.834],Bella Soave,Tommy Emmanuel,[113.29523529 -16.03676471],"[[1034.56593894   11.75765409]
 [  11.75765409    8.4513443 ]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",0.8130858381604928
2044,[182.492 -18.106],Christmas Memories/Wheels,Tommy Emmanuel,[113.29523529 -16.03676471],"[[1034.56593894   11.75765409]
 [  11.75765409    8.4513443 ]]",The Academy of St. Martin in the Fields / Thurston Dart / Sir Neville Marriner,[145.18216667 -16.9485    ],"[[1582.22761514  -36.78597508]
 [ -36.78597508    7.04713692]]",0.9451855306733277
2045,[165.29  -20.667],That's All I Want From You - Original,Sam Baker,[106.8092973  -16.50964865],"[[588.94516283   7.61867041]
 [  7.61867041  15.57265712]]",Charlie Haden / Don Cherry / Ed Blackwell,[138.13966667 -20.89333333],"[[2.09207376e+03 2.50413099e+01]
 [2.50413099e+01 1.32640922e+00]]",0.6015208826270688
2046,[97.677 -6.931],Do Right Man,Sam Baker,[106.8092973  -16.50964865],"[[588.94516283   7.61867041]
 [  7.61867041  15.57265712]]",More Fire Crew,[101.634       -7.13545455],"[[391.17031864   0.51112109]
 [  0.51112109   5.36078998]]",0.21960481791703534
2047,[193.676 -16.712],Reuben's Train / Harry Manx,Harry Manx,[115.02516667 -11.506625  ],"[[1246.6452616    -2.21719223]
 [  -2.21719223    7.07100482]]",Dr. Lonnie Smith_ Peter Bernstein_ Billy Drummond,[149.703125 -16.057625],"[[1921.46652186  -30.22756917]
 [ -30.22756917    4.25842198]]",1.0033400728916455
2048,[ 74.975 -21.136],Intro / Mark Nevue,Harry Manx,[115.02516667 -11.506625  ],"[[1246.6452616    -2.21719223]
 [  -2.21719223    7.07100482]]",Yo-Yo Ma;Isaac Stern;Michael Tree;Cho-Liang Lin;Jaime Laredo;Sharon Robinson,[ 76.1885 -21.089 ],"[[439.56092575   3.8875435 ]
 [  3.8875435    0.9134445 ]]",0.06961623391404828
2049,[ 58.215 -12.216],Working Man's Blues,The Devil Makes Three,[123.48848  -9.22384],"[[1001.02588565   10.49127732]
 [  10.49127732    1.66640849]]",Anais Mitchell [feat. The Haden Triplets],[ 80.888      -10.62666667],"[[1052.10382167   33.655001  ]
 [  33.655001      7.72155056]]",0.7752178819751185
2050,[ 47.934 -22.187],Lament for Frankie,Solas,[110.47927027 -10.86124324],"[[1616.29733479   38.7284722 ]
 [  38.7284722    11.96644162]]",Suzie Le Blanc/Teatro Lirico/Stephen Stubbs,[ 69.0692 -22.72  ],"[[436.03736316 -24.8564828 ]
 [-24.8564828    4.1170806 ]]",1.0916052360289097
2051,[ 0.    -7.442],The Big Reel of Ballynacally / The High Hill / Flash Away the Pressing Gang,Solas,[110.47927027 -10.86124324],"[[1616.29733479   38.7284722 ]
 [  38.7284722    11.96644162]]",Diskjokke,[143.502    -8.91625],"[[ 3.88597590e+03 -3.19305720e+01]
 [-3.19305720e+01  1.18276969e+00]]",2.3224750277464112
2052,[232.267  -8.851],The Coconut Dog / Morning Dew,Solas,[110.47927027 -10.86124324],"[[1616.29733479   38.7284722 ]
 [  38.7284722    11.96644162]]",Linus Loves Feat. Sam Obernik,[158.15975  -9.132  ],"[[2.70480818e+03 2.29789845e+01]
 [2.29789845e+01 2.11171150e+00]]",1.4470034540775711
